generation,HV_mean,HV_std,IGD_plus_mean,IGD_plus_std,Spacing_mean,Spacing_std,FeasRatio_soft_mean,FeasRatio_soft_std,FeasRatio_strict_mean,FeasRatio_strict_std,MinCost_best,MinEmis_best,MinTime_best,MinCost_mean,MinCost_std,MinEmis_mean,MinEmis_std,MinTime_mean,MinTime_std,boost_triggered_best
31,0.3626066666666667,0.09477786652073479,0.2714322671114625,0.09108886222152336,0.036555849821006334,0.01686526724613505,1.0,0.0,1.0,0.0,5491328.142463759,4896125307.678578,412.12095238095236,5491642.50921461,53476.90335700777,4884308769.283246,32710069.594469205,412.7884047619047,3.14856082022598,0
32,0.3626066666666667,0.09477786652073479,0.2714322671114625,0.09108886222152336,0.036555849821006334,0.01686526724613505,1.0,0.0,1.0,0.0,5491328.142463759,4896125307.678578,412.12095238095236,5488302.888431525,53108.22560803821,4879311608.32329,33417652.141440388,412.7884047619047,3.14856082022598,0
33,0.3626066666666667,0.09477786652073479,0.2714322671114625,0.09108886222152336,0.036555849821006334,0.01686526724613505,1.0,0.0,1.0,0.0,5461152.469302449,4896125307.678578,412.12095238095236,5483417.637790356,53601.58305754758,4875477576.906727,32672031.75261946,412.36569841269835,3.0135377008470923,0
34,0.3626066666666667,0.09477786652073479,0.2714322671114625,0.09108886222152336,0.036555849821006334,0.01686526724613505,1.0,0.0,1.0,0.0,5461152.469302449,4877651451.950814,412.12095238095236,5477308.380294548,53345.5505398484,4873089235.043,30557567.851934645,412.22347619047616,3.1205149859883288,0
35,0.43461400000000006,0.07830223021940903,0.21231197619464823,0.066783076237718,0.026502023837447507,0.007686374693492048,1.0,0.0,1.0,0.0,5458753.159643218,4877651451.950814,412.12095238095236,5470046.710792427,49041.84603868129,4871236851.82104,29975576.46464269,412.22347619047616,3.1205149859883288,0
36,0.43461400000000006,0.07830223021940903,0.21231197619464823,0.066783076237718,0.026502023837447507,0.007686374693492048,1.0,0.0,1.0,0.0,5458699.859352711,4877651451.950814,412.12095238095236,5465053.454468233,52826.75030089038,4867228130.33838,27579345.079502407,412.06743650793646,2.8622509250301067,0
37,0.43461400000000006,0.07830223021940903,0.21231197619464823,0.066783076237718,0.026502023837447507,0.007686374693492048,1.0,0.0,1.0,0.0,5458699.859352711,4863103500.373352,412.12095238095236,5463011.422247137,53395.53497807879,4865278868.587977,27796545.37906467,412.0257698412698,2.8132930746677025,0
38,0.43461400000000006,0.07830223021940903,0.21231197619464823,0.066783076237718,0.026502023837447507,0.007686374693492048,1.0,0.0,1.0,0.0,5458699.859352711,4863103500.373352,412.12095238095236,5457876.511432148,55333.4571662023,4863656303.028232,27170796.04354862,412.0257698412698,2.8132930746677025,0
39,0.43461400000000006,0.07830223021940903,0.21231197619464823,0.066783076237718,0.026502023837447507,0.007686374693492048,1.0,0.0,1.0,0.0,5458699.859352711,4863103500.373352,412.12095238095236,5453893.330593315,57058.31417879216,4861605805.499711,27610805.742662203,412.0257698412698,2.8132930746677025,0
40,0.47482199999999997,0.06117126544383401,0.18117863770827014,0.050790034284234196,0.025495948607510158,0.011042157693736367,1.0,0.0,1.0,0.0,5456363.42832259,4863103500.373352,412.12095238095236,5451543.967579187,56238.852335770105,4860108814.969153,27188354.08477803,412.0257698412698,2.8132930746677025,0
41,0.47482199999999997,0.06117126544383401,0.18117863770827014,0.050790034284234196,0.025495948607510158,0.011042157693736367,1.0,0.0,1.0,0.0,5448817.355094303,4863103500.373352,412.12095238095236,5446953.320389042,59007.26510283353,4857994359.938508,29449387.128317717,412.0257698412698,2.8132930746677025,0
42,0.47482199999999997,0.06117126544383401,0.18117863770827014,0.050790034284234196,0.025495948607510158,0.011042157693736367,1.0,0.0,1.0,0.0,5447833.694291191,4863103500.373352,412.12095238095236,5444233.045766989,59676.3453424856,4856666201.637727,30539573.76331684,412.0257698412698,2.8132930746677025,0
43,0.47482199999999997,0.06117126544383401,0.18117863770827014,0.050790034284234196,0.025495948607510158,0.011042157693736367,1.0,0.0,1.0,0.0,5447833.694291191,4863103500.373352,412.12095238095236,5442750.757879856,58766.65274117864,4856179854.432148,30643010.18585303,412.0257698412698,2.8132930746677025,0
44,0.47482199999999997,0.06117126544383401,0.18117863770827014,0.050790034284234196,0.025495948607510158,0.011042157693736367,1.0,0.0,1.0,0.0,5447013.2242911905,4847287971.622514,412.12095238095236,5439558.624674131,59398.41930353638,4852983227.236563,33594787.36626424,412.0257698412698,2.8132930746677025,0
45,0.5009713333333332,0.05748942248990002,0.16132887947251237,0.04603395231154269,0.02422730971624042,0.01186677763705021,1.0,0.0,1.0,0.0,5447013.2242911905,4847287971.622514,412.12095238095236,5436465.631755947,58274.30043993182,4851564122.886858,34144665.667920634,412.0257698412698,2.8132930746677025,0
46,0.5009713333333332,0.05748942248990002,0.16132887947251237,0.04603395231154269,0.02422730971624042,0.01186677763705021,1.0,0.0,1.0,0.0,5443389.25500787,4847287971.622514,412.12095238095236,5435474.226245696,57784.54069775468,4850759933.505595,33402722.66591393,411.8835476190476,2.911036144343356,0
47,0.5009713333333332,0.05748942248990002,0.16132887947251237,0.04603395231154269,0.02422730971624042,0.01186677763705021,1.0,0.0,1.0,0.0,5443389.25500787,4847287971.622514,412.12095238095236,5432567.294547001,55131.81933849948,4849891102.698665,32975146.487432316,411.8835476190476,2.911036144343356,0
48,0.5009713333333332,0.05748942248990002,0.16132887947251237,0.04603395231154269,0.02422730971624042,0.01186677763705021,1.0,0.0,1.0,0.0,5443389.25500787,4831547175.565293,412.12095238095236,5431889.113830318,55140.34714332966,4848678164.176036,32740859.814678974,411.8835476190476,2.911036144343356,0
49,0.5009713333333332,0.05748942248990002,0.16132887947251237,0.04603395231154269,0.02422730971624042,0.01186677763705021,1.0,0.0,1.0,0.0,5441377.503626573,4831547175.565293,412.12095238095236,5429595.484957038,55770.51478740421,4847602367.091276,33144215.76457177,411.8835476190476,2.911036144343356,0
50,0.5236393333333333,0.049948229326862915,0.14653311610087277,0.042523671169339715,0.02223449274209826,0.008541659697555173,1.0,0.0,1.0,0.0,5441377.503626573,4831547175.565293,412.12095238095236,5428800.799825681,55634.066600032944,4847241546.347594,32787258.154237825,411.8835476190476,2.911036144343356,0
